(concept_label-concept_in_Eng-MRS_concept AhlAxiwa+kara_1 lift_2 _lift_v_cause)
(concept_label-concept_in_Eng-MRS_concept AhvAhana+pawra_1 summons_1 _summons_n_1)
(concept_label-concept_in_Eng-MRS_concept ahvAna+kara_1 invoke_1 _invoke_v_1)
(concept_label-concept_in_Eng-MRS_concept AisiMga_1 icing_1 _icing_n_1)
(concept_label-concept_in_Eng-MRS_concept Aisotopa_1 isotope_1 _isotope_n_1)
(concept_label-concept_in_Eng-MRS_concept A+jA_1 arrive_2 _arrive_v_1)
(concept_label-concept_in_Eng-MRS_concept Aja_2 currently_1 _current_a_1)
(concept_label-concept_in_Eng-MRS_concept Aja_1 today_1 _today_a_1)
(concept_label-concept_in_Eng-MRS_concept ajagara+se+BI+bahuwa+badZA+sAzpa_1 anaconda_1 _anaconda_n_1)
(concept_label-concept_in_Eng-MRS_concept Ajakala_1 nowadays_1 _nowadays_a_1)
(concept_label-concept_in_Eng-MRS_concept AjamA_1 test_3 _test_n_of)
(concept_label-concept_in_Eng-MRS_concept AjamAiSI_1 tentative_1 _tentative_a_1)
(concept_label-concept_in_Eng-MRS_concept ajanabI_1 interloper_1 _interloper_n_1)
(concept_label-concept_in_Eng-MRS_concept ajeya_3 insurmountable_1 _insurmountable_a_1)
(concept_label-concept_in_Eng-MRS_concept AjFA_1 authority_2 _authority_n_1)
(concept_label-concept_in_Eng-MRS_concept AjFA_4 command_2 _command_n_1)
(concept_label-concept_in_Eng-MRS_concept AjFAkArI_1 obedient_1 _obedient_a_1)
(concept_label-concept_in_Eng-MRS_concept AjFAkArI_2 submissive_1 _submissive_a_1)
(concept_label-concept_in_Eng-MRS_concept AjFA+mAna_1 follow_4 _follow_v_1)
(concept_label-concept_in_Eng-MRS_concept AjFA+na+mAna_1 disobey_1 _disobey_v_1)
(concept_label-concept_in_Eng-MRS_concept ajFAnI_1 unwise_1 _unwise_a_1)
(concept_label-concept_in_Eng-MRS_concept AjFApAlana+kara_1 obey_1 _obey_v_1)
(concept_label-concept_in_Eng-MRS_concept ajFAwa+parisWiwi_1 twilight_3 _twilight_n_1)
(concept_label-concept_in_Eng-MRS_concept ajFAwa+vAsa_1 anonymity_1 _anonymity_n_1)
(concept_label-concept_in_Eng-MRS_concept AjFA+xe_1 charge_9 _charge_v_1)
(concept_label-concept_in_Eng-MRS_concept AjFA+xe_2 dictate_2 _dictate_v_to)
(concept_label-concept_in_Eng-MRS_concept AjFA+xe_4 order_3 _order_v_1)
(concept_label-concept_in_Eng-MRS_concept ajIba_1 awkward_1 _awkward_a_1)
(concept_label-concept_in_Eng-MRS_concept ajIba_2 freak_1 _freak_n_1)
(concept_label-concept_in_Eng-MRS_concept ajIba_3 funny_2 _funny_a_1)
(concept_label-concept_in_Eng-MRS_concept ajIba_5 quaint_1 _quaint_a_1)
(concept_label-concept_in_Eng-MRS_concept ajIba_6 queer_1 _queer_a_1)
(concept_label-concept_in_Eng-MRS_concept ajIba+guNa+honA_1 character_4 _character_n_1)
(concept_label-concept_in_Eng-MRS_concept ajIba+waraha+se_2 oddly_1 _odd_a_to)
(concept_label-concept_in_Eng-MRS_concept AjIvikA_1 life_5 _life_n_of)
(concept_label-concept_in_Eng-MRS_concept AjIvikA_2 living_3 _living_n_1)
(concept_label-concept_in_Eng-MRS_concept AjZAxa_1 free_2 _free_a_1)
(concept_label-concept_in_Eng-MRS_concept aKabAra_1 newspaper_2 _newspaper_n_of)
(concept_label-concept_in_Eng-MRS_concept aKAdZA_1 gymnasium_1 _gymnasium_n_1)
(concept_label-concept_in_Eng-MRS_concept akAla_1 famine_1 _famine_n_1)
(concept_label-concept_in_Eng-MRS_concept akalpanIya_1 unimaginable_1 _unimaginable_a_to)
(concept_label-concept_in_Eng-MRS_concept aKaNda_1 intact_1 _intact_a_1)
(concept_label-concept_in_Eng-MRS_concept AkAra_1 contour_1 _contour_n_1)
(concept_label-concept_in_Eng-MRS_concept AkAra_2 delineation_2 _delineation_n_1)
(concept_label-concept_in_Eng-MRS_concept AkAra_3 shape_2 _shape_n_1)
(concept_label-concept_in_Eng-MRS_concept AkAra_5 size_2 _size_n_1)
(concept_label-concept_in_Eng-MRS_concept AkAra+baxalanA_1 metamorphosis_1 _metamorphosis_n_1)
(concept_label-concept_in_Eng-MRS_concept AkAra+le_1 shape_5 _shape_v_1)
